#SUBMITTED ID	SYMBOL
FBgn0051872	CG31872
FBgn0015571	alpha-Est3
FBgn0283435	CR46279
FBgn0038686	CG5555
FBgn0030161	CG15249
FBgn0283627	CR46300
FBgn0019957	ND-42
FBgn0034002	CG8079
FBgn0261588	pdm3
FBgn0033015	d4
FBgn0028708	Mst85C
FBgn0002774	mle
FBgn0053970	osy
FBgn0030480	Tim9a
FBgn0264848	vih
FBgn0038771	CG4390
FBgn0050395	CG30395
FBgn0035231	Pcyt2
FBgn0052814	CG32814
FBgn0025629	CG4045
FBgn0010350	Cds
FBgn0051909	CG31909
FBgn0033657	Sln
FBgn0039120	Nup98-96
FBgn0031733	CG14006
FBgn0261671	tweek
FBgn0004837	Su(H)
FBgn0037242	CG9855
FBgn0039303	CG11857
FBgn0085203	CG34174
FBgn0000274	Pka-C2
FBgn0259113	PolA1
FBgn0038565	CG7794
FBgn0036014	CG3222
FBgn0036279	Ncc69
FBgn0263974	qin
FBgn0036621	roq
FBgn0053792	CG33792
FBgn0260446	GABA-B-R1
FBgn0033751	CG8818
FBgn0034129	Parp16
FBgn0000426	SmF
FBgn0031939	CG13796
FBgn0004373	fwd
FBgn0035461	ntc
FBgn0033055	Tbce
FBgn0034051	Mlf
FBgn0034290	CG5773
FBgn0036836	CG11619
FBgn0037543	CG10903
FBgn0037500	CG17944
FBgn0029824	CG3726
FBgn0260452	CG13984
FBgn0036777	CG7341
FBgn0016034	mael
FBgn0284247	ds
FBgn0001325	Kr
FBgn0037884	Arfip
FBgn0001991	Ca-alpha1D
FBgn0025866	CalpB
FBgn0032211	CG13138
FBgn0031254	CG13692
FBgn0034964	IntS1
FBgn0051742	Prosbeta5R2
FBgn0052473	CG32473
FBgn0035903	CG6765
FBgn0000182	BicC
FBgn0038321	Nagk
FBgn0016122	Acer
FBgn0001217	Hsc70-2
FBgn0033397	Cyp4p3
FBgn0037620	ranshi
FBgn0038355	CG4520
FBgn0036254	CG5645
FBgn0033027	TpnC4
FBgn0010317	CycJ
FBgn0286027	Rnmt
FBgn0029121	Sras
FBgn0011305	Rsf1
FBgn0027549	Nulp1
FBgn0011273	Acam
FBgn0262877	CG43232
FBgn0037933	Ho
FBgn0262026	CG42837
FBgn0051424	Ir94b
FBgn0046258	CG12880
FBgn0028700	RfC38
FBgn0037228	CG1092
FBgn0015754	Lis-1
FBgn0085302	CG34273
FBgn0053322	CG33322
FBgn0032483	CG15482
FBgn0050169	Brca2
FBgn0051935	Rab3GAP1
FBgn0023416	Ac3
FBgn0264339	CG43795
FBgn0030457	CG12096
FBgn0283724	Girdin
FBgn0051615	His-Psi:CR31615
FBgn0051616	His-Psi:CR31616
FBgn0031631	CG3225
FBgn0028538	Sec71
FBgn0053310	CG33310
FBgn0022069	Nnp-1
FBgn0035649	CG10483
FBgn0030719	eIF5
FBgn0262867	Ptr
FBgn0036162	Fum3
FBgn0085345	CG34316
FBgn0038512	CG14330
FBgn0031494	CG17219
FBgn0053108	CG33108
FBgn0040816	CG12521
FBgn0267428	DIP-lambda
FBgn0034658	Grx1t
FBgn0053494	CG33494
FBgn0052161	CG32161
FBgn0034612	CG10505
FBgn0032291	CG17118
FBgn0032938	CG8671
FBgn0053653	Cadps
FBgn0034007	ND-51L2
FBgn0039272	CG11836
FBgn0011225	jar
FBgn0033086	CG9410
FBgn0032650	CG7094
FBgn0263490	mld
FBgn0036663	CG9674
FBgn0043532	Obp56i
FBgn0030687	Polr3A
FBgn0035888	CG7120
FBgn0266101	CG44838
FBgn0013765	cnn
FBgn0037860	SdhCL
FBgn0033459	CG12744
FBgn0030242	sofe
FBgn0083985	CG34149
FBgn0030109	CG12121
FBgn0031423	CG3557
FBgn0003866	tsh
FBgn0038868	CG5862
FBgn0036764	CG5535
FBgn0086679	p
FBgn0032908	CG9270
FBgn0051279	CG31279
FBgn0034937	fzr2
FBgn0032022	CG14275
FBgn0267280	CR45716
FBgn0063492	GstE8
FBgn0030823	TTLL1A
FBgn0085284	Blos3
FBgn0035413	CG14958
FBgn0039023	Nepl14
FBgn0035266	Gk2
FBgn0031310	Vps29
FBgn0036702	Afg3l2
FBgn0038735	MICU3
FBgn0052581	sordd2
FBgn0032228	CG5367
FBgn0028418	Lk
FBgn0000307	chif
FBgn0033755	ClC-b
FBgn0034001	mRpL41
FBgn0030501	BthD
FBgn0035027	CG3511
FBgn0013813	Dhc98D
FBgn0261402	Ir75b
FBgn0010309	pigeon
FBgn0050334	CG30334
FBgn0030803	CG4880
FBgn0029892	CG3184
FBgn0040009	CG17490
FBgn0037898	Dtd
FBgn0260648	Rrp40
FBgn0038006	Cyp313a2
FBgn0031378	CG15362
FBgn0028531	CG15286
FBgn0085447	sif
FBgn0036713	Mip
FBgn0031657	Polr1C
FBgn0283500	Sac1
FBgn0037420	CG15597
FBgn0043043	Desat2
FBgn0028425	JhI-21
FBgn0034261	HPS4
FBgn0039294	Cad96Cb
FBgn0037613	Cks85A
FBgn0028852	CG15262
FBgn0038593	Vps39
FBgn0032329	Art8
FBgn0030647	CG6324
FBgn0042180	CG18870
FBgn0036662	CG9706
FBgn0027866	CG9776
FBgn0024698	Cpsf160
FBgn0002284	Prosbeta6
FBgn0052451	SPoCk
FBgn0243511	psidin
FBgn0052227	gogo
FBgn0038320	Cyfip
FBgn0039804	CG15544
FBgn0014931	CG2678
FBgn0003008	or
FBgn0010038	GstD2
FBgn0033698	CG8858
FBgn0038545	pasi1
FBgn0040056	CG17698
FBgn0019990	Gcn2
FBgn0027101	Dyrk3
FBgn0029979	mahe
FBgn0037419	Osi12
FBgn0051989	Cap-D3
FBgn0036924	hale
FBgn0039178	CG6356
FBgn0033453	Sting
FBgn0260933	rempA
FBgn0028523	CG5888
FBgn0260964	Vmat
FBgn0031818	CG9536
FBgn0260660	Mp
FBgn0034527	CG9945
FBgn0262858	MtnF
FBgn0034950	Pask
FBgn0034655	CG10307
FBgn0000536	eas
FBgn0033480	mRpL42
FBgn0036277	CG10418
FBgn0036881	Cpr76Bd
FBgn0023197	Jon74E
FBgn0039916	Ekar
FBgn0040764	CG13230
FBgn0028407	Drep3
FBgn0042106	CG18754
FBgn0014092	CG4278
FBgn0038247	Cad88C
FBgn0033449	CG1663
FBgn0030956	CG18259
FBgn0005666	bt
FBgn0038773	CG10887
FBgn0034646	Rae1
FBgn0016977	spen
FBgn0020270	mre11
FBgn0015025	CkIIalpha-i1
FBgn0052152	CG32152
FBgn0260429	CG42524
FBgn0027532	CG7139
FBgn0004400	rhi
FBgn0011606	Klp3A
FBgn0031021	ND-18
FBgn0031817	HemK1
FBgn0033442	CG1690
FBgn0013548	l(2)dtl
FBgn0027580	PCB
FBgn0036052	CG10809
FBgn0032343	Idua
FBgn0040679	CG11373
FBgn0026199	myo
FBgn0003482	spn-D
FBgn0265089	eIF4E3
FBgn0030664	CG8119
FBgn0030954	CCKLR-17D3
FBgn0041242	Gr47a
FBgn0026393	Or43b
FBgn0066114	GlcAT-I
FBgn0041336	Cyp6t2Psi
FBgn0052380	SMSr
FBgn0036143	CG14142
FBgn0036991	CtIP
FBgn0065035	AlkB
FBgn0041094	scyl
FBgn0002567	Rab32
FBgn0039829	CG15561
FBgn0035257	CG12011
FBgn0266438	PIG-Z
FBgn0010222	Nmdmc
FBgn0037240	Cont
FBgn0034951	CG3860
FBgn0036094	CG14153
FBgn0051013	CG31013
FBgn0015924	crq
FBgn0034700	CG11269
FBgn0030384	CG2577
FBgn0035585	ATPsynCF6L
FBgn0039207	Cftr
FBgn0026597	Axn
FBgn0260941	app
FBgn0033610	CG18335
FBgn0267492	Mst77Y-7
FBgn0032769	CG10750
FBgn0050105	CG30105
FBgn0267488	Mcr
FBgn0044020	Roc2
FBgn0000140	asp
FBgn0052772	CG32772
FBgn0030361	CG1492
FBgn0038656	CG14294
FBgn0010039	GstD3
FBgn0035430	CG12009
FBgn0037902	CG5281
FBgn0266521	stai
FBgn0033134	Tsp42El
FBgn0034835	CG3092
FBgn0020377	Sr-CII
FBgn0036732	Oatp74D
FBgn0030030	CG1636
FBgn0037643	ScsbetaA
FBgn0032294	Vha16-5
FBgn0267871	CR46159
FBgn0036666	TSG101
FBgn0028955	CG8788
FBgn0034447	CG7744
FBgn0013563	Pex1
FBgn0032728	Tango6
FBgn0037751	topi
FBgn0032886	CG9328
FBgn0261112	APP-BP1
FBgn0029799	CG15772
FBgn0263029	CG43324
FBgn0030389	CG15927
FBgn0038659	EndoA
FBgn0038420	CG10311
FBgn0010113	hdc
FBgn0038071	Dtg
FBgn0040755	CG17580
FBgn0015546	spel1
FBgn0264433	CG43851
FBgn0029137	Patsas
FBgn0026409	Mpcp2
FBgn0051898	CG31898
FBgn0037958	CG6962
FBgn0038461	EMC2B
FBgn0020306	dom
FBgn0010217	ATPsynbeta
FBgn0001225	Hsp26
FBgn0037897	CG5270
FBgn0004173	Mst84Db
FBgn0067903	IM18
FBgn0031829	IFT52
FBgn0037477	CG14610
FBgn0052428	CG32428
FBgn0032172	CG5850
FBgn0037592	CG11737
FBgn0037815	Rrp46
FBgn0087013	Karybeta3
FBgn0052263	CG32263
FBgn0052461	CG32461
FBgn0040063	yip3
FBgn0033599	CG13223
FBgn0037137	Nopp140
FBgn0040318	HGTX
FBgn0036608	CG13040
FBgn0085283	CR34254
FBgn0037759	CG8526
FBgn0050429	CG30429
FBgn0285910	VhaAC39-1
FBgn0267977	mh
FBgn0002906	Blm
FBgn0028931	CG16863
FBgn0015299	Ssb-c31a
FBgn0286781	cass
FBgn0019932	SamDC
FBgn0034097	CG3687
FBgn0035627	Sse
FBgn0032901	sky
FBgn0037625	CG11768
FBgn0003302	rux
FBgn0038722	Nup58
FBgn0263314	CG43400
FBgn0085354	CG34325
FBgn0035965	Use1
FBgn0051739	AspRS-m
FBgn0039339	CG5116
FBgn0039259	EMC6
FBgn0051465	CG31465
FBgn0032233	dpr19
FBgn0051851	Naa20B
FBgn0051643	CG31643
FBgn0039250	Mink
FBgn0015834	eIF3i
FBgn0032014	CG7840
FBgn0038934	Gld2
FBgn0052011	CR32011
FBgn0035102	CG7049
FBgn0000114	bru1
FBgn0038110	CG8031
FBgn0010660	Nup214
FBgn0260634	eIF4G2
FBgn0011336	Stt3B
FBgn0029676	HIP-R
FBgn0031948	CG7149
FBgn0283442	vas
FBgn0036510	SCCRO
FBgn0039110	RanBP3
FBgn0050087	CG30087
FBgn0032120	CG33298
FBgn0036486	Msh6
FBgn0032372	CG4988
FBgn0038350	AOX4
FBgn0036348	CG17687
FBgn0039064	CG4467
FBgn0034144	CG5089
FBgn0038416	CG17930
FBgn0035772	Sh3beta
FBgn0284221	Sema5c
FBgn0034221	CG10764
FBgn0030440	CG15719
FBgn0266570	NO66
FBgn0266410	CG45050
FBgn0085290	CG34261
FBgn0085468	ND-MWFE
FBgn0031804	CG9500
FBgn0030038	CG1440
FBgn0003459	stwl
FBgn0035400	CG11537
FBgn0031458	aph-1
FBgn0039875	sip3
FBgn0039767	CG2218
FBgn0040906	CG15579
FBgn0033893	CG18371
FBgn0039396	CCAP-R
FBgn0032061	CatB
FBgn0033653	CG13192
FBgn0036136	Ufd1
FBgn0029952	CG12689
FBgn0051874	Fum4
FBgn0001324	kto
FBgn0085433	CG34404
FBgn0014127	barr
FBgn0042131	CG18808
FBgn0053635	CG33635
FBgn0037336	CG2519
FBgn0029737	CG6903
FBgn0034720	Liprin-gamma
FBgn0033815	CG4676
FBgn0033244	CG8726
FBgn0042125	CG18787
FBgn0034300	CG5098
FBgn0085638	CG41378
FBgn0039802	dj-1beta
FBgn0034068	casp
FBgn0051803	Rsph9
FBgn0032298	CG6724
FBgn0262356	CG43054
FBgn0038840	Grik
FBgn0031191	Cp110
FBgn0026190	PH4alphaMP
FBgn0035380	CG9970
FBgn0037025	Spc105R
FBgn0000246	c(3)G
FBgn0003676	CCT1
FBgn0032157	Etl1
FBgn0038427	ema
FBgn0025355	SuUR
FBgn0266540	CG45101
FBgn0029666	CG10803
FBgn0029155	Men-b
FBgn0040372	G9a
FBgn0034529	FAM21
FBgn0036614	Golgin104
FBgn0033754	Ak6
FBgn0261016	clos
FBgn0032175	CG13131
FBgn0261647	Axud1
FBgn0044028	Notum
FBgn0032205	CG4957
FBgn0037235	CG1103
FBgn0030898	Andorra
FBgn0027934	alpha-Est4aPsi
FBgn0262871	lute
FBgn0261341	verm
FBgn0034372	Gint3
FBgn0259202	CG42306
FBgn0035923	CG6511
FBgn0002673	twe
FBgn0034476	Toll-7
FBgn0032867	CG15475
FBgn0027052	STUB1
FBgn0261574	kug
FBgn0033766	Nup188
FBgn0004864	hop
FBgn0038397	CG10185
FBgn0034501	CG13868
FBgn0029751	CG17764
FBgn0039759	CG9733
FBgn0040493	grsm
FBgn0039707	Prtl99C
FBgn0038401	CG5916
FBgn0259203	CG42307
FBgn0037081	barc
FBgn0016660	H15
FBgn0031861	CG17375
FBgn0041183	Tep1
FBgn0041706	CG3253
FBgn0037222	CG14642
FBgn0033968	hui
FBgn0035519	CG1309
FBgn0264299	CG43777
FBgn0033961	ND-B15
FBgn0035452	CG10359
FBgn0037107	CG7166
FBgn0036449	bmm
FBgn0052313	CG32313
FBgn0263001	CR43309
FBgn0034582	Cht9
FBgn0035421	nSMase
FBgn0267365	l(2)SH0834
FBgn0032188	CG13137
FBgn0031302	CG14340
FBgn0028554	x16
FBgn0035335	mRpL23
FBgn0037949	prd1
FBgn0260749	Utx
FBgn0032402	PLCXD
FBgn0034846	CG9863
FBgn0265487	mbl
FBgn0265046	CG44163
FBgn0036465	Rpn12R
FBgn0053832	His2A:CG33832
FBgn0053835	His2A:CG33835
FBgn0053838	His2A:CG33838
FBgn0053841	His2A:CG33841
FBgn0053844	His2A:CG33844
FBgn0053847	His2A:CG33847
FBgn0053850	His2A:CG33850
FBgn0053862	His2A:CG33862
FBgn0053865	His2A:CG33865
FBgn0032387	CG16965
FBgn0031575	Cep97
FBgn0063493	GstE7
FBgn0031047	Rcd-1
FBgn0032364	CG4970
FBgn0037950	HisCl1
FBgn0039065	Rad60
FBgn0267412	CG45765
FBgn0027592	MED15
FBgn0030435	CG4645
FBgn0052487	CG32487
FBgn0033524	Cyp49a1
FBgn0028369	kirre
FBgn0026620	tacc
FBgn0033521	CG12896
FBgn0263005	Chpf
FBgn0263593	Lpin
FBgn0040233	cana
FBgn0026143	Cdc45
FBgn0028582	lqf
FBgn0036483	CG12316
FBgn0037191	CG14448
FBgn0265317	CG44290
FBgn0043458	CG12084
FBgn0036331	CR14117
FBgn0052671	Rab9Fa
FBgn0041087	wun2
FBgn0027507	CG1344
FBgn0054029	CG34029
FBgn0038815	CG5466
FBgn0038568	CG14315
FBgn0031057	Ubqn
FBgn0264363	CG43815
FBgn0013300	ProtA
FBgn0261787	brun
FBgn0033924	CG8613
FBgn0265626	CG44434
FBgn0022774	Oat
FBgn0033883	CG16935
FBgn0038575	CG7208
FBgn0037680	pasi2
FBgn0031690	CG7742
FBgn0026192	par-6
FBgn0040396	CG3939
FBgn0035203	Acat2
FBgn0051729	CG31729
FBgn0037185	CG11367
FBgn0027538	beta4GalNAcTA
FBgn0085813	18SrRNA-Psi:CR41602
FBgn0085477	CG34448
FBgn0030370	Uch-L5R
FBgn0042198	CG16741
FBgn0260969	CG42592
FBgn0033373	Nadk2
FBgn0266452	CTPsyn
FBgn0260398	Pbp49
FBgn0020616	SA
FBgn0086442	mib2
FBgn0032123	Oatp30B
FBgn0000147	aurA
FBgn0034822	RpL37b
FBgn0053460	CG33460
FBgn0010173	RPA1
FBgn0053481	dpr7
FBgn0063261	CG31275
FBgn0015793	Rab19
FBgn0038649	PGS1
FBgn0264291	Det
FBgn0030673	CG15601
FBgn0001084	fy
FBgn0038923	mRpL35
FBgn0031233	Tbc1d15-17
FBgn0051357	Kaz
FBgn0085462	CG34433
FBgn0035169	Dci
FBgn0032204	CG4953
FBgn0038225	soti
FBgn0264740	CG43998
FBgn0000464	Lar
FBgn0037254	sac
FBgn0013308	Odc2
FBgn0050159	CG30159
FBgn0025373	Fpps
FBgn0032189	Ripalpha
FBgn0025716	Bap55
FBgn0085413	CG34384
FBgn0030850	stas
FBgn0033554	Lsm10
FBgn0038858	CG5793
FBgn0036640	nxf2
FBgn0036324	CG12520
FBgn0004174	Mst84Dc
FBgn0034240	MESR4
FBgn0033468	CG1418
FBgn0265607	beat-IIIa
FBgn0001257	ImpL2
FBgn0035047	Pof
FBgn0003087	pim
FBgn0035983	CG4080
FBgn0052104	CG32104
FBgn0038344	obe
FBgn0031038	Tyler
FBgn0262789	CR43170
FBgn0022361	Pur-alpha
FBgn0016926	Pino
FBgn0040206	krz
FBgn0036980	RhoBTB
FBgn0266557	kis
FBgn0038608	WRNexo
FBgn0053527	SIFa
FBgn0017578	Max
FBgn0015664	Dref
FBgn0016756	Usp47
FBgn0033794	CG13326
FBgn0003116	pn
FBgn0038510	CG14331
FBgn0037553	CG18249
FBgn0050048	CG30048
FBgn0286506	Mpi
FBgn0025835	CG17707
FBgn0285970	CG32500
FBgn0053221	CR33221
FBgn0040232	cmet
FBgn0002862	Mst87F
FBgn0039290	CG13654
FBgn0035449	CG14971
FBgn0263047	CG43342
FBgn0086200	CR42490
FBgn0259716	Nepl6
FBgn0031039	Shawn
FBgn0051716	Cnot4
FBgn0033450	Lsm11
FBgn0032720	mRpL13
FBgn0036291	CG10681
FBgn0085397	Fili
FBgn0260750	Mulk
FBgn0035265	PIG-Wb
FBgn0031729	CG12511
FBgn0266674	Sec15
FBgn0032849	mRpS18B
FBgn0031345	CG18132
FBgn0086378	Alg-2
FBgn0030571	CG14414
FBgn0259178	5PtaseI
FBgn0003733	tor
FBgn0022768	Pp2C1
FBgn0032439	Ref2
FBgn0263780	CG17684
FBgn0033474	CG1407
FBgn0267689	CG46025
FBgn0004882	orb
FBgn0035205	Ctr9
FBgn0086446	DCTN6-p27
FBgn0034703	CG3045
FBgn0027338	Kap-alpha3
FBgn0037994	eIF3d2
FBgn0039897	CG1674
FBgn0039348	Npl4
FBgn0034962	MAN1
FBgn0037454	CG1137
FBgn0002973	numb
FBgn0002887	mus201
FBgn0010220	Dbp45A
FBgn0265778	PDZ-GEF
FBgn0036923	CG17732
FBgn0035842	Setx
FBgn0052590	CG32590
FBgn0035890	CG13667
FBgn0038880	SIFaR
FBgn0261837	pre-mod(mdg4)-T
FBgn0261838	pre-mod(mdg4)-Z
FBgn0030870	CG6398
FBgn0284253	LeuRS
FBgn0014417	CG13397
FBgn0037731	CG18542
FBgn0045468	Gr93d
FBgn0025574	Pli
FBgn0270927	betaGlu
FBgn0037143	CR7448
FBgn0031422	PIG-Wa
FBgn0260639	gammaTub23C
FBgn0052641	CG32641
FBgn0085308	CG34279
FBgn0263133	mEFG1
FBgn0032563	CG15258
FBgn0038307	mRpS10
FBgn0037199	EMC4
FBgn0032723	ssp3
FBgn0053301	CG33301
FBgn0000447	Dhod
FBgn0036442	CG13473
FBgn0025642	CG32812
FBgn0050468	Ir52c
FBgn0037279	Gmppb
FBgn0033905	CG18324
FBgn0015037	Cyp4p1
FBgn0260759	CG42557
FBgn0260760	CG42558
FBgn0261477	slim
FBgn0034728	rad50
FBgn0026174	SkpD
FBgn0266848	wap
FBgn0061435	CG30270
FBgn0000339	cni
FBgn0038256	CG7530
FBgn0035415	CG14966
FBgn0031501	CG17261
FBgn0037702	CG8176
FBgn0261823	Asx
FBgn0035285	CG12025
FBgn0037147	CG7140
FBgn0267972	Der-1
FBgn0038223	Afti
FBgn0014032	Sptr
FBgn0034477	CG13872
FBgn0086350	tef
FBgn0260775	DnaJ-60
FBgn0029943	Atg5
FBgn0031245	CG3625
FBgn0039568	CG4815
FBgn0035462	IntS10
FBgn0051814	DIP-kappa
FBgn0038532	CG14322
FBgn0067317	Cby
FBgn0035228	CG12091
FBgn0263782	Hmgcr
FBgn0033429	CG12929
FBgn0027055	CSN3
FBgn0030667	CG15599
FBgn0036058	CG6707
FBgn0036520	CG13449
FBgn0000064	Ald1
FBgn0039117	tst
FBgn0053802	His-Psi:CR33802
FBgn0053811	His-Psi:CR33811
FBgn0036838	CG3808
FBgn0284256	bsf
FBgn0021764	sdk
FBgn0085337	CG34308
FBgn0030421	Agpat1
FBgn0036040	CG6749
FBgn0033149	CG11060
FBgn0038475	Keap1
FBgn0263399	CG43445
FBgn0030937	CG15042
FBgn0261109	mrn
FBgn0034681	CG9308
FBgn0038369	Arpc3A
FBgn0001139	gro
FBgn0085339	CG34310
FBgn0038651	Epg5
FBgn0034265	Snx16
FBgn0038313	CG4338
FBgn0032194	ath
FBgn0027583	CG7601
FBgn0000611	exd
FBgn0035003	CG15873
FBgn0039925	Kif3C
FBgn0261245	sing
FBgn0052281	CG32281
FBgn0036414	nan
FBgn0037098	Wnk
FBgn0042189	CG17376
FBgn0016974	swaPsi
FBgn0001215	Hrb98DE
FBgn0051029	CG31029
FBgn0263852	Dad1
FBgn0035240	CG33791
FBgn0030959	CG6961
FBgn0086254	Akr1B
FBgn0035523	Ctl1
FBgn0036059	nudE
FBgn0053145	GalT1
FBgn0052022	CG32022
FBgn0003321	sbr
FBgn0037852	Tpc1
FBgn0034073	CG8414
FBgn0263599	Brr2
FBgn0038821	CG17267
FBgn0015795	Rab7
FBgn0035720	CG10077
FBgn0037345	PolZ2
FBgn0031279	CG3544
FBgn0259168	mnb
FBgn0027864	Ogg1
FBgn0037900	CG5276
FBgn0040519	CG15219
FBgn0052299	CG32299
FBgn0085436	Not1
FBgn0031168	CG1722
FBgn0029853	CG3781
FBgn0267431	Myo81F
FBgn0027603	Ulp1
FBgn0034774	CG13526
FBgn0260795	NaPi-III
FBgn0039817	CG15553
FBgn0037389	CR10991
FBgn0029724	CG15472
FBgn0036029	CG16719
FBgn0032223	GATAd
FBgn0031820	Daxx
FBgn0003044	Pcl
FBgn0037178	CG12546
FBgn0261358	CG42635
FBgn0052681	CG32681
FBgn0000326	clt
FBgn0035491	Dpy-30L2
FBgn0036999	isoQC
FBgn0037924	CG14712
FBgn0058045	CG40045
FBgn0262875	CG43230
FBgn0035194	Psf1
FBgn0052219	CG32219
FBgn0011230	poe
FBgn0035425	CG17746
FBgn0039876	CG2126
FBgn0051787	CG31787
FBgn0033408	CG8800
FBgn0038550	CG17801
FBgn0039078	CG4374
FBgn0038269	Rrp6
FBgn0030478	CG1640
FBgn0265455	CG44355
FBgn0034217	Lhr
FBgn0036214	CG7264
FBgn0086916	snky
FBgn0031282	Pex12
FBgn0266598	Kmn2
FBgn0024230	Hs2st
FBgn0030678	CG11679
FBgn0259214	PMCA
FBgn0029880	CG14443
FBgn0260762	CG42560
FBgn0035120	wac
FBgn0039274	CG11920
FBgn0028703	Nhe3
FBgn0032525	Hsp60D
FBgn0034361	mRpS28
FBgn0085279	CG34250
FBgn0001224	Hsp23
FBgn0039135	CG13603
FBgn0036336	Icmt
FBgn0028525	c(2)M
FBgn0261502	CG42650
FBgn0033680	CG13186
FBgn0033887	St4
FBgn0032140	CG13117
FBgn0267648	pre-mod(mdg4)-G
FBgn0032365	CG14929
FBgn0263027	CG43322
FBgn0035996	CG3448
FBgn0033303	Cyp6a15Psi
FBgn0053696	CNMaR
FBgn0032416	Gr33a
FBgn0286876	CG46398
FBgn0034264	Dlish
FBgn0039836	CG1750
FBgn0052817	CG32817
FBgn0051230	CG31230
FBgn0058002	ND-AGGG
FBgn0033884	CG13344
FBgn0037200	CG11109
FBgn0002838	ms(3)K81
FBgn0051473	CG31473
FBgn0026427	Su(var)2-HP2
FBgn0034135	Syn2
FBgn0030196	Psf3
FBgn0053234	CG33234
FBgn0037250	CG1074
FBgn0264954	fd3F
FBgn0033781	CG13319
FBgn0261673	nemy
FBgn0032713	Ugt36D1
FBgn0004872	piwi
FBgn0037064	CG9389
FBgn0051460	CG31460
FBgn0036956	CG13813
FBgn0000241	bw
FBgn0032729	L2HGDH
FBgn0039669	ND-20L
FBgn0259727	CG42381
FBgn0000330	cm
FBgn0019985	mGluR
FBgn0085282	CG34253
FBgn0051344	CG31344
FBgn0261583	CG42693
FBgn0032883	Rhau
FBgn0025726	unc-13
FBgn0035147	Gale
FBgn0085224	CG34195
FBgn0028887	CG3491
FBgn0263391	hts
FBgn0035592	CG10674
FBgn0052479	Usp10
FBgn0053129	CG33129
FBgn0032218	CG5381
FBgn0030025	CG2147
FBgn0262647	Nup160
FBgn0261854	aPKC
FBgn0027780	Aasdh
FBgn0264543	CG43922
FBgn0026136	CkIIbeta2
FBgn0010416	TH1
FBgn0031655	Marcal1
FBgn0036893	PIG-F
FBgn0030037	Miga
FBgn0038386	CG5478
FBgn0285963	CG46339
FBgn0052485	CG32485
FBgn0030449	Fer3HCH
FBgn0085239	CG34210
FBgn0038127	CG8476
FBgn0016970	l(2)k10201
FBgn0028886	CG15279
FBgn0261286	Mat89Ba
FBgn0035617	l(3)psg2
FBgn0039158	TBC1d7
FBgn0036036	CG14174
FBgn0052214	CG32214
FBgn0005649	Rox8
FBgn0038191	Kots
FBgn0036310	CG10969
FBgn0029789	PGAP1
FBgn0028850	CG15260
FBgn0030979	CG14190
FBgn0029727	CG6978
FBgn0036566	ClC-c
FBgn0027109	NPF
FBgn0033551	CG7222
FBgn0039427	CG5447
FBgn0036183	CG6083
FBgn0031389	CG4259
FBgn0031695	Cyp4ac3
FBgn0011762	Prim1
FBgn0025391	Scgdelta
FBgn0031100	CG1504
FBgn0031990	PAPLA1
FBgn0037391	CG2017
FBgn0038721	subdued
FBgn0003268	rod
FBgn0004593	Eig71Ef
FBgn0028895	CG17328
FBgn0263078	CG43339
FBgn0034321	CG14502
FBgn0030377	CG1924
FBgn0037873	SdhC
FBgn0031265	CG2794
FBgn0264845	Tep5Psi
FBgn0040871	CG12479
FBgn0040849	Ir41a
FBgn0039125	Ndc1
FBgn0027948	msps
FBgn0033214	CG1941
FBgn0032957	CG2225
FBgn0032586	Tpr2
FBgn0036057	Hez
FBgn0052255	Gr64f
FBgn0032744	Ttc19
FBgn0260655	l(3)76BDm
FBgn0032596	Prosbeta4
FBgn0024734	PRL-1
FBgn0051482	CG31482
FBgn0030400	Pits
FBgn0259711	CG42365
FBgn0051755	SoYb
FBgn0043362	bchs
FBgn0033752	CG8569
FBgn0038695	CG14280
FBgn0033141	CG12831
FBgn0037661	Ada
FBgn0288834	RPA2
FBgn0086451	l(2)k09022
FBgn0031566	CG2818
FBgn0032911	tadr
FBgn0036882	CG9279
FBgn0000392	cup
FBgn0014009	Rab2
FBgn0023213	eIF4G1
FBgn0083969	CG34133
FBgn0016917	Stat92E
FBgn0027375	RecQ5
FBgn0034688	CG11474
FBgn0030411	CG2540
FBgn0033389	Rad51D
FBgn0052626	AMPdeam
FBgn0010379	Akt
FBgn0029658	CG14269
FBgn0051702	tplus3a
FBgn0033475	CG12129
FBgn0051245	CG31245
FBgn0265313	CG44286
FBgn0036397	Nprl3
FBgn0261788	Ank2
FBgn0266459	CG45084
FBgn0052000	anne
FBgn0038363	Acyp2
FBgn0051798	CG31798
FBgn0017556	Prosalpha4T2
FBgn0052675	Tango5
FBgn0038540	CG14321
FBgn0266491	SclA
FBgn0034820	CG13538
FBgn0029986	CG15332
FBgn0038281	RpL10Aa
FBgn0030739	SWIP
FBgn0038890	sp3
FBgn0011592	fra
FBgn0038887	CG7907
FBgn0250820	meigo
FBgn0037183	CG14451
FBgn0035960	CG4942
FBgn0037675	HP1e
FBgn0038478	cal1
FBgn0037985	ssp5
FBgn0035138	CG13884
FBgn0031831	COX5BL
FBgn0033050	Pngl
FBgn0030701	CG16952
FBgn0040907	mRpL33
FBgn0032683	kon
FBgn0034800	CG3788
FBgn0032033	CG13392
FBgn0005386	ash1
FBgn0054015	CG34015
FBgn0063498	GstE2
FBgn0039977	Spf30
FBgn0053198	pen-2
FBgn0029702	CG15572
